# METADATA:
# 000AA: Castels
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000AA;2023-08-25 00:00:00;24;1010.4;84;21.1;3.2;;221;0;0
000AA;2023-08-25 00:30:00;23.6;1010.5;85;20.9;3.2;;207;;
000AA;2023-08-25 01:00:00;23.3;1010.8;86;20.8;3.2;;277;0;0
000AA;2023-08-25 01:30:00;23.1;1010.8;86;20.6;3.2;;302;;
000AA;2023-08-25 06:00:00;20.7;1012.1;96;20;1.6;;129;0;0
000AA;2023-08-25 06:30:00;20.6;1012.3;95;19.8;3.2;;190;;
000AA;2023-08-25 07:00:00;21;1012.3;95;20.2;1.6;;144;0;0
000AA;2023-08-25 07:30:00;21.2;1012.3;94;20.2;1.6;;213;;
000AA;2023-08-25 08:00:00;21.6;1012.2;94;20.5;1.6;;194;0;0
000AA;2023-08-25 08:30:00;21.9;1012.5;93;20.8;3.2;;216;;
000AA;2023-08-25 09:00:00;22.4;1012.7;90;20.7;3.2;;213;0;0
000AA;2023-08-25 09:30:00;23;1012.9;87;20.7;3.2;;215;;
000AA;2023-08-25 10:00:00;23.7;1012.9;84;20.9;4.8;;252;0;0
000AA;2023-08-25 10:30:00;22.8;1013.1;83;19.8;6.4;;287;;
000AA;2023-08-25 11:00:00;23;1013.2;84;20.1;3.2;;311;0;0
000AA;2023-08-25 11:30:00;23.2;1013.2;80;19.5;6.4;;317;;
000AA;2023-08-25 12:00:00;24.3;1012.8;78;20.2;3.2;;319;0;0
000AA;2023-08-25 12:30:00;24.6;1012.8;73;19.4;3.2;;281;;
000AA;2023-08-25 13:00:00;24.9;1012.8;69;18.8;4.8;;242;0;0
000AA;2023-08-25 13:30:00;24.2;1012.9;71;18.6;4.8;;207;;
000AA;2023-08-25 14:00:00;24.8;1012.9;71;19.2;4.8;;328;0;0
000AA;2023-08-25 14:30:00;24.3;1013.1;69;18.2;4.8;;277;;
000AA;2023-08-25 15:00:00;25.6;1012.8;63;18;6.4;;202;0;0
000AA;2023-08-25 15:30:00;25;1012.8;66;18.2;6.4;;195;;
000AA;2023-08-25 16:00:00;25.2;1012.7;64;17.9;6.4;;292;0;0
000AA;2023-08-25 16:30:00;25.7;1012.7;63;18.1;4.8;;315;;
000AA;2023-08-25 17:00:00;24.1;1012.8;65;17.1;4.8;;249;0;0
000AA;2023-08-25 17:30:00;24.1;1012.9;67;17.5;4.8;;284;;
000AA;2023-08-25 18:00:00;23.2;1013.2;66;16.5;4.8;;299;0;0
000AA;2023-08-25 18:30:00;22.2;1013.3;72;16.9;3.2;;245;;
000AA;2023-08-25 19:00:00;20.9;1013.4;75;16.3;1.6;;235;0;0
000AA;2023-08-25 19:30:00;20.1;1013.8;77;15.9;1.6;;280;;
000AA;2023-08-25 20:00:00;19.6;1014.2;79;15.8;1.6;;281;0;0
000AA;2023-08-25 20:30:00;19.1;1014.2;82;16;0;;283;;
000AA;2023-08-25 21:00:00;18.6;1014.3;80;15.1;0;;346;0;0
000AA;2023-08-25 21:30:00;18.3;1014.5;80;14.8;0;;328;;
000AA;2023-08-25 22:00:00;17.8;1014.5;80;14.3;0;;329;0;0
000AA;2023-08-25 22:30:00;17.4;1014.4;80;13.9;0;;330;;
000AA;2023-08-25 23:00:00;17.2;1014.6;80;13.7;0;;321;0;
000AA;2023-08-25 23:30:00;16.6;1014.9;85;14;0;;323;;
000AA;2023-08-26 00:00:00;16;1015;85;13.5;0;;323;0;0
000AA;2023-08-26 00:30:00;15.6;1014.7;86;13.3;0;;321;;
000AA;2023-08-26 01:00:00;15.8;1014.4;83;12.9;1.6;;293;0;0
000AA;2023-08-26 01:30:00;15.8;1014.2;84;13.1;0;;292;;
000AA;2023-08-26 02:00:00;16;1014.1;82;12.9;0;;284;0;0
000AA;2023-08-26 02:30:00;15.9;1014;83;13;0;;285;;
000AA;2023-08-26 03:00:00;15.7;1014;83;12.8;0;;285;0;0
000AA;2023-08-26 03:30:00;15.7;1013.8;85;13.2;0;;285;;
000AA;2023-08-26 04:00:00;15.3;1013.4;87;13.2;0;;285;0;0
000AA;2023-08-26 04:30:00;15.5;1013.3;89;13.7;0;;285;;
000AA;2023-08-26 05:00:00;15.5;1013.2;89;13.7;0;;285;0;0
000AA;2023-08-26 05:30:00;15.2;1013.4;89;13.4;0;;285;;
000AA;2023-08-26 06:00:00;15.3;1013.8;89;13.5;0;;285;0;0
000AA;2023-08-26 06:30:00;15.7;1014;88;13.7;0;;285;;
000AA;2023-08-26 07:00:00;16;1013.2;87;13.8;0;;285;0;0
000AA;2023-08-26 07:30:00;16.2;1013.1;87;14;0;;285;;
000AA;2023-08-26 08:00:00;16.5;1013.4;88;14.5;0;;285;0;0
000AA;2023-08-26 08:30:00;17.7;1013.8;82;14.6;1.6;;284;;
000AA;2023-08-26 09:00:00;18.6;1013.7;74;13.9;1.6;;287;0;0
000AA;2023-08-26 09:30:00;19.6;1013.5;68;13.5;1.6;;289;;
000AA;2023-08-26 10:00:00;19.8;1013.4;65;13.1;3.2;;322;0;0
000AA;2023-08-26 10:30:00;20.6;1013.4;65;13.8;3.2;;254;;
000AA;2023-08-26 11:00:00;21.4;1013.4;62;13.9;1.6;;350;0;0
000AA;2023-08-26 11:30:00;22.2;1013.2;58;13.6;3.2;;276;;
000AA;2023-08-26 12:00:00;22.2;1013;59;13.8;3.2;;302;0;0
000AA;2023-08-26 12:30:00;22.9;1012.7;55;13.4;3.2;;298;;
000AA;2023-08-26 13:00:00;23.8;1012.5;54;13.9;3.2;;301;0;0
000AA;2023-08-26 13:30:00;23.6;1012.2;55;14;3.2;;233;;
000AA;2023-08-26 14:00:00;24.2;1012;53;14;3.2;;274;0;0
000AA;2023-08-26 14:30:00;24;1011.6;52;13.5;3.2;;294;;
000AA;2023-08-26 15:00:00;23.9;1011.2;53;13.8;1.6;;322;0;0
000AA;2023-08-26 15:30:00;24.6;1011;53;14.4;3.2;;309;;
000AA;2023-08-26 16:00:00;25.4;1010.6;53;15.1;1.6;;277;0;0
000AA;2023-08-26 16:30:00;24.9;1010.3;51;14.1;3.2;;310;;
000AA;2023-08-26 17:00:00;25.6;1010;51;14.7;3.2;;303;0;0
000AA;2023-08-26 17:30:00;25.3;1009.8;50;14.1;3.2;;261;;
000AA;2023-08-26 18:00:00;23.9;1010;55;14.3;1.6;;313;0;0
000AA;2023-08-26 18:30:00;22.2;1009.7;64;15;0;;308;;
000AA;2023-08-26 19:00:00;20.8;1010.1;66;14.2;1.6;;308;0;0
000AA;2023-08-26 19:30:00;20.6;1010.2;68;14.4;4.8;;309;;
000AA;2023-08-26 20:00:00;20;1010.9;70;14.4;3.2;;319;0;0
000AA;2023-08-26 20:30:00;19.6;1011.3;71;14.2;1.6;;323;;
000AA;2023-08-26 21:00:00;18.8;1011.1;73;13.8;6.4;;328;0;0
000AA;2023-08-26 21:30:00;18.2;1011.2;76;13.9;1.6;;305;;
000AA;2023-08-26 22:00:00;18;1011.8;74;13.3;3.2;;313;0;0
000AA;2023-08-26 22:30:00;16.8;1012.2;79;13.2;3.2;;328;;
000AA;2023-08-26 23:00:00;16.1;1011.7;83;13.2;3.2;;319;0;0
000AA;2023-08-26 23:30:00;15.4;1011.9;88;13.4;1.6;;297;;
000AA;2023-08-27 00:00:00;15.2;1011.7;92;13.9;0;;281;1.2;1.2
000AA;2023-08-27 00:30:00;15;1011.7;93;13.9;0;;281;;
000AA;2023-08-27 01:00:00;15.1;1011.9;94;14.1;0;;281;0;1.2
000AA;2023-08-27 01:30:00;15;1011.5;95;14.2;0;;281;;
000AA;2023-08-27 02:00:00;14.7;1011.9;95;13.9;0;;281;0;0.2
000AA;2023-08-27 02:30:00;14.8;1011.9;95;14;0;;281;;
000AA;2023-08-27 03:00:00;14.7;1012;95;13.9;0;;281;1.4;0
000AA;2023-08-27 03:30:00;14.9;1012.1;96;14.3;0;;282;;
000AA;2023-08-27 04:00:00;14.7;1011.9;96;14.1;0;;282;0;0
000AA;2023-08-27 04:30:00;14.8;1012.1;97;14.4;0;;282;;
000AA;2023-08-27 05:00:00;14.6;1012.4;96;13.9;0;;282;0;0
000AA;2023-08-27 05:30:00;14.4;1012.6;97;14;0;;282;;
000AA;2023-08-27 06:00:00;14.6;1012.6;96;13.9;0;;282;0;0
000AA;2023-08-27 06:30:00;14.2;1012.8;96;13.6;0;;282;;
000AA;2023-08-27 07:00:00;14.6;1012.9;97;14.1;0;;282;0;0
000AA;2023-08-27 07:30:00;15.6;1013;96;14.9;0;;281;;
000AA;2023-08-27 08:00:00;16.6;1013.1;89;14.7;3.2;;308;0;0
000AA;2023-08-27 08:30:00;17.3;1013.5;85;14.8;3.2;;240;;
000AA;2023-08-27 09:00:00;18.1;1013.9;79;14.4;4.8;;297;0;0
000AA;2023-08-27 09:30:00;18.6;1014;76;14.3;3.2;;289;;
000AA;2023-08-27 10:00:00;18.9;1013.5;73;14;4.8;;281;0;0
000AA;2023-08-27 10:30:00;19.7;1013.5;70;14;4.8;;278;;
000AA;2023-08-27 11:00:00;20.2;1013.4;64;13.2;4.8;;292;0;0
000AA;2023-08-27 11:30:00;20.3;1013.5;65;13.5;3.2;;298;;
000AA;2023-08-27 12:00:00;21.3;1013.4;58;12.7;6.4;;290;0;0
000AA;2023-08-27 12:30:00;20.8;1013.1;60;12.7;6.4;;5;;
000AA;2023-08-27 13:00:00;21.3;1013.2;58;12.7;4.8;;242;0;0
000AA;2023-08-27 13:30:00;21.2;1012.8;59;12.9;4.8;;290;;
000AA;2023-08-27 14:00:00;21.8;1013;56;12.6;4.8;;348;0;0
000AA;2023-08-27 14:30:00;21.1;1013.4;58;12.5;6.4;;296;;
000AA;2023-08-27 15:00:00;21.4;1013.4;57;12.6;6.4;;269;0;0
000AA;2023-08-27 15:30:00;22.1;1013.4;50;11.2;6.4;;287;;
000AA;2023-08-27 16:00:00;22.2;1013.5;49;10.9;8;;296;0;0
000AA;2023-08-27 16:30:00;21.6;1013.8;51;11;6.4;;227;;
000AA;2023-08-27 17:00:00;21.1;1013.9;50;10.2;4.8;;340;0;0
000AA;2023-08-27 17:30:00;21.4;1014;51;10.8;3.2;;290;;
000AA;2023-08-27 18:00:00;21.6;1014.1;50;10.7;4.8;;304;0;0
000AA;2023-08-27 18:30:00;20.6;1014.3;54;10.9;1.6;;299;;
000AA;2023-08-27 19:00:00;19.6;1014.4;58;11.1;1.6;;286;0;0
000AA;2023-08-27 19:30:00;19.2;1014.6;61;11.5;6.4;;331;;
000AA;2023-08-27 20:00:00;18.6;1014.7;67;12.4;4.8;;265;0;0
000AA;2023-08-27 20:30:00;18;1015;71;12.7;3.2;;308;;
000AA;2023-08-27 21:00:00;17.5;1015.1;74;12.8;3.2;;274;0;0
000AA;2023-08-27 21:30:00;17.1;1015.2;76;12.8;3.2;;330;;
000AA;2023-08-27 22:00:00;16.8;1015.2;76;12.6;4.8;;287;0;0
000AA;2023-08-27 22:30:00;16.7;1015.3;77;12.7;4.8;;318;;
000AA;2023-08-27 23:00:00;16.4;1015;80;13;3.2;;319;0;
000AA;2023-08-27 23:30:00;16;1015;82;12.9;3.2;;321;;
000AA;2023-08-28 00:00:00;15.7;1014.7;85;13.2;3.2;;286;0;0
000AA;2023-08-28 00:30:00;15.3;1014.5;86;13;3.2;;281;;
000AA;2023-08-28 01:00:00;15.3;1014.3;87;13.2;3.2;;311;0;0
000AA;2023-08-28 01:30:00;15.1;1014.2;88;13.1;1.6;;305;;
000AA;2023-08-28 02:00:00;15.1;1014.1;89;13.3;4.8;;298;0;0
000AA;2023-08-28 02:30:00;15.3;1014.1;89;13.5;3.2;;290;;
000AA;2023-08-28 03:00:00;15.6;1014.3;89;13.7;1.6;;315;0;0
000AA;2023-08-28 03:30:00;15.7;1014.4;89;13.9;1.6;;265;;
000AA;2023-08-28 04:00:00;15.6;1014.4;88;13.6;0;;267;0;0
000AA;2023-08-28 04:30:00;15.6;1014.3;89;13.8;0;;267;;
000AA;2023-08-28 05:00:00;15.6;1014.2;90;13.9;0;;267;0;0
000AA;2023-08-28 05:30:00;15.4;1014;90;13.8;1.6;;267;;
000AA;2023-08-28 06:00:00;15.5;1013.9;91;14;1.6;;284;0;0
000AA;2023-08-28 06:30:00;15.7;1013.6;90;14.1;1.6;;288;;
000AA;2023-08-28 07:00:00;15.8;1013.4;89;14;3.2;;248;0;0
000AA;2023-08-28 07:30:00;16.2;1013.3;88;14.2;3.2;;294;;
000AA;2023-08-28 08:00:00;16.4;1013.3;87;14.2;3.2;;263;0;0
000AA;2023-08-28 08:30:00;16.7;1013.2;86;14.4;4.8;;298;;
000AA;2023-08-28 09:00:00;16.4;1013.4;92;15.1;1.6;;258;0.2;0.2
000AA;2023-08-28 09:30:00;16.4;1013.4;93;15.3;3.2;;298;;
000AA;2023-08-28 10:00:00;17.3;1013.4;91;15.8;3.2;;360;0;0.4
000AA;2023-08-28 10:30:00;17.7;1013.4;90;16;1.6;;292;;
000AA;2023-08-28 11:00:00;16.9;1013.5;94;16;4.8;;314;0;0.8
000AA;2023-08-28 11:30:00;18;1013.3;90;16.3;4.8;;296;;
000AA;2023-08-28 12:00:00;19.9;1012.9;87;17.7;4.8;;313;1.4;0.2
000AA;2023-08-28 12:30:00;21.4;1012.6;72;16.1;4.8;;315;;
000AA;2023-08-28 13:00:00;22;1012.4;62;14.4;6.4;;267;0;0
000AA;2023-08-28 13:30:00;22.4;1012.4;61;14.5;8;;281;;
000AA;2023-08-28 14:00:00;22.8;1012.2;57;13.8;6.4;;314;0;0
000AA;2023-08-28 14:30:00;23.9;1011.9;51;13.1;9.7;;332;;
000AA;2023-08-28 15:00:00;23.9;1011.7;48;12.2;8;;256;0;0
000AA;2023-08-28 15:30:00;24.1;1011.7;49;12.7;8;;276;;
000AA;2023-08-28 16:00:00;23.4;1011.8;49;12.1;6.4;;306;0;0
000AA;2023-08-28 16:30:00;23.6;1011.9;49;12.3;8;;298;;
000AA;2023-08-28 17:00:00;23.3;1011.8;48;11.6;8;;223;0;0
000AA;2023-08-28 17:30:00;23.1;1011.9;50;12.1;4.8;;271;;
000AA;2023-08-28 18:00:00;22.4;1012.1;51;11.8;6.4;;303;0;0
000AA;2023-08-28 18:30:00;21.3;1012.2;55;11.9;3.2;;256;;
000AA;2023-08-28 19:00:00;20.2;1012.5;60;12.2;1.6;;292;0;0
000AA;2023-08-28 19:30:00;19.7;1012.8;63;12.5;3.2;;277;;
000AA;2023-08-28 20:00:00;19.1;1013.2;68;13.1;4.8;;270;0;0
000AA;2023-08-28 20:30:00;18.5;1013.4;71;13.1;6.4;;292;;
000AA;2023-08-28 21:00:00;17.8;1013.6;74;13.1;3.2;;263;0;0
000AA;2023-08-28 21:30:00;17.3;1013.7;77;13.3;3.2;;279;;
000AA;2023-08-28 22:00:00;17;1013.6;78;13.1;3.2;;313;0;0
000AA;2023-08-28 22:30:00;16.5;1013.6;80;13;1.6;;309;;
000AA;2023-08-28 23:00:00;16.1;1013.6;81;12.8;3.2;;296;0;
000AA;2023-08-28 23:30:00;15.4;1013.4;82;12.3;1.6;;276;;
000AA;2023-08-29 00:00:00;14.8;1013.3;85;12.3;3.2;;219;0;0
000AA;2023-08-29 00:30:00;14.6;1013.2;86;12.3;0;;216;;
000AA;2023-08-29 01:00:00;14.2;1013.1;88;12.3;0;;200;0;0
000AA;2023-08-29 01:30:00;14.1;1013.1;90;12.5;1.6;;213;;
000AA;2023-08-29 02:00:00;13.8;1013.1;90;12.2;0;;196;0;0
000AA;2023-08-29 02:30:00;13.4;1013;92;12.2;0;;196;;
000AA;2023-08-29 03:00:00;13.4;1013;93;12.3;0;;196;0;0
000AA;2023-08-29 03:30:00;13.5;1013;94;12.6;0;;196;;
000AA;2023-08-29 04:00:00;13.6;1013;95;12.8;0;;196;0;0
000AA;2023-08-29 04:30:00;13.7;1013;95;12.9;0;;196;;
000AA;2023-08-29 05:00:00;13.7;1012.9;95;12.9;0;;196;0;0
000AA;2023-08-29 05:30:00;13.7;1012.8;95;12.9;0;;261;;
000AA;2023-08-31 06:30:00;11.6;1015.8;96;11;0;;67;;
000AA;2023-08-31 07:00:00;13;1016;95;12.2;0;;67;0;0
000AA;2023-08-31 07:30:00;14.6;1016.1;90;13;0;;67;;
000AA;2023-08-31 08:00:00;16.4;1016.3;82;13.4;1.6;;178;0;0
000AA;2023-08-31 08:30:00;17.9;1016.4;79;14.2;1.6;;176;;
000AA;2023-08-31 09:00:00;19.2;1016.5;75;14.6;3.2;;192;0;0
000AA;2023-08-31 09:30:00;20;1016.4;75;15.4;3.2;;305;;
000AA;2023-08-31 10:00:00;21.1;1016.2;69;15.1;4.8;;124;0;0
000AA;2023-08-31 10:30:00;22.2;1016;67;15.8;3.2;;227;;
000AA;2023-08-31 11:00:00;22.5;1015.7;62;14.9;4.8;;229;0;0
000AA;2023-08-31 11:30:00;22.2;1015.5;65;15.3;3.2;;227;;
000AA;2023-08-31 12:00:00;23.5;1015.5;61;15.5;4.8;;242;0;0
000AA;2023-08-31 12:30:00;24.2;1015.3;58;15.4;4.8;;201;;
000AA;2023-08-31 13:00:00;24.4;1015.1;57;15.4;3.2;;148;0;0
000AA;2023-08-31 13:30:00;24.6;1015.1;54;14.6;4.8;;205;;
000AA;2023-08-31 14:00:00;24.2;1015;57;15.1;3.2;;228;0;0
000AA;2023-08-31 14:30:00;24.6;1014.9;56;15.2;4.8;;245;;
000AA;2023-08-31 15:00:00;24.6;1014.9;59;16.1;3.2;;281;0;0
000AA;2023-08-31 15:30:00;24.2;1014.8;62;16.4;3.2;;225;;
000AA;2023-08-31 16:00:00;23.7;1014.8;63;16.2;3.2;;201;0;0
000AA;2023-08-31 16:30:00;23.4;1015;65;16.4;3.2;;250;;
000AA;2023-08-31 17:00:00;22.8;1015;69;16.8;3.2;;278;0;0
000AA;2023-08-31 17:30:00;21.2;1015.2;79;17.4;4.8;;35;;
000AA;2023-08-31 18:00:00;21.2;1015.2;80;17.6;0;;304;0;0
000AA;2023-08-31 18:30:00;21.1;1014.9;80;17.5;0;;311;;
000AA;2023-08-31 19:00:00;19.7;1015.3;85;17.1;0;;311;0;0
000AA;2023-08-31 19:30:00;19.4;1015.5;87;17.2;0;;311;;
000AA;2023-08-31 20:00:00;19.1;1015.7;88;17;0;;311;0;0
000AA;2023-08-31 20:30:00;18.6;1015.8;89;16.8;0;;311;;
000AA;2023-08-31 21:00:00;17.9;1015.7;92;16.6;0;;311;0;0
000AA;2023-08-31 21:30:00;17.6;1015.8;93;16.4;0;;311;;
000AA;2023-08-31 22:00:00;17.1;1015.9;94;16.1;0;;309;0;0
000AA;2023-08-31 22:30:00;16.8;1016;94;15.8;0;;311;;
000AA;2023-08-31 23:00:00;16.6;1015.8;96;15.9;0;;311;0;0
000AA;2023-08-31 23:30:00;16.2;1015.9;95;15.4;0;;311;;
000AA;2023-09-01 00:00:00;16;1015.7;96;15.4;0;;311;0;0
000AA;2023-09-01 00:30:00;15.7;1015.3;96;15;0;;311;;
000AA;2023-09-01 01:00:00;15.6;1015.4;97;15.1;0;;311;0;0
000AA;2023-09-01 01:30:00;15.4;1015.3;96;14.8;0;;311;;
000AA;2023-09-01 02:00:00;14.9;1015.2;96;14.3;0;;311;0;0
000AA;2023-09-01 02:30:00;14.6;1015.2;96;13.9;0;;311;;
000AA;2023-09-01 03:00:00;14.6;1015;97;14.1;0;;311;0;0
000AA;2023-09-01 03:30:00;14.2;1014.9;97;13.7;0;;311;;
000AA;2023-09-01 04:00:00;13.6;1014.9;97;13.1;0;;311;0;0
000AA;2023-09-01 04:30:00;13.7;1014.9;97;13.2;0;;311;;
000AA;2023-09-01 05:00:00;13.6;1014.8;97;13.1;0;;311;0;0.2
000AA;2023-09-01 05:30:00;13.3;1014.6;97;12.9;0;;311;;
000AA;2023-09-01 06:00:00;13.1;1014.6;97;12.6;0;;311;0.2;0
000AA;2023-09-01 06:30:00;13.1;1014.8;97;12.6;0;;311;;
000AA;2023-09-01 07:00:00;13.6;1014.8;98;13.3;0;;311;0;0
000AA;2023-09-01 07:30:00;15.7;1014.6;98;15.4;0;;311;;
000AA;2023-09-01 08:00:00;16.6;1014.6;98;16.3;0;;311;0;0
000AA;2023-09-01 08:30:00;17.9;1014.6;96;17.2;0;;307;;
000AA;2023-09-01 09:00:00;20.2;1014.7;86;17.8;1.6;;229;0;0
000AA;2023-09-01 09:30:00;22.2;1014.6;78;18.2;3.2;;202;;
000AA;2023-09-01 10:00:00;24.1;1014.5;70;18.3;3.2;;197;0;0
000AA;2023-09-01 10:30:00;25.3;1014.1;63;17.7;3.2;;318;;
000AA;2023-09-01 11:00:00;25.9;1013.9;63;18.4;3.2;;87;0;0
000AA;2023-09-01 11:30:00;26.7;1013.7;56;17.2;3.2;;180;;
000AA;2023-09-01 12:00:00;27.9;1013.3;53;17.4;3.2;;263;0;0
000AA;2023-09-01 12:30:00;28.7;1013;47;16.3;3.2;;246;;
000AA;2023-09-01 13:00:00;29;1012.7;46;16.2;4.8;;184;0;0
000AA;2023-09-01 13:30:00;29.7;1012.2;44;16.2;3.2;;184;;
000AA;2023-09-01 14:00:00;30.4;1011.8;41;15.7;4.8;;185;0;0
000AA;2023-09-01 14:30:00;30.8;1011.3;41;16;4.8;;199;;
000AA;2023-09-01 15:00:00;31.3;1011;39;15.7;3.2;;209;0;0
000AA;2023-09-01 15:30:00;31.6;1010.7;41;16.7;3.2;;207;;
000AA;2023-09-01 16:00:00;31.9;1010.6;38;15.8;3.2;;227;0;0
000AA;2023-09-01 16:30:00;32;1010.4;37;15.5;1.6;;205;;
000AA;2023-09-01 17:00:00;32.4;1010.1;41;17.4;1.6;;248;0;0
000AA;2023-09-01 17:30:00;31.3;1010;43;17.3;0;;254;;
000AA;2023-09-01 18:00:00;28.9;1009.9;49;17.2;0;;254;0;0
000AA;2023-09-01 18:30:00;26.1;1009.9;55;16.4;1.6;;254;;
000AA;2023-09-01 19:00:00;24.8;1010;60;16.5;1.6;;252;0;0
000AA;2023-09-01 19:30:00;23.8;1010.1;65;16.9;1.6;;252;;
000AA;2023-09-01 20:00:00;23.6;1010;65;16.6;1.6;;242;0;0
000AA;2023-09-01 20:30:00;23.4;1010;67;16.9;1.6;;167;;
000AA;2023-09-01 21:00:00;22.5;1010.4;69;16.5;1.6;;167;0;0
000AA;2023-09-01 21:30:00;22.3;1010.5;68;16.1;0;;200;;
000AA;2023-09-01 22:00:00;22.2;1010.8;66;15.5;0;;198;0;0
000AA;2023-09-01 22:30:00;22.1;1010.9;66;15.4;0;;271;;
000AA;2023-09-01 23:00:00;22;1011;67;15.6;0;;273;0;
000AA;2023-09-01 23:30:00;21.6;1013.1;71;16.1;3.2;;269;;
000AA;2023-09-02 00:00:00;21.9;1012.8;69;16;0;;132;0;0
000AA;2023-09-02 00:30:00;22.5;1012.7;69;16.5;1.6;;67;;
000AA;2023-09-02 01:00:00;22.7;1012.9;68;16.5;0;;251;0;0
000AA;2023-09-02 01:30:00;21.3;1013;78;17.3;1.6;;217;;
000AA;2023-09-02 02:00:00;19.7;1012.8;87;17.5;1.6;;102;0;0.8
000AA;2023-09-02 02:30:00;18.9;1011.6;91;17.4;3.2;;218;;
000AA;2023-09-02 03:00:00;18.7;1012.3;92;17.4;0;;150;4;3.2
000AA;2023-09-02 03:30:00;18.6;1013.7;93;17.4;6.4;;223;;
000AA;2023-09-02 04:00:00;18.4;1013.8;94;17.4;0;;284;0;0.6
000AA;2023-09-02 04:30:00;18.3;1013.8;94;17.3;1.6;;76;;
000AA;2023-09-02 05:00:00;18.3;1013.5;94;17.3;0;;99;0;0
000AA;2023-09-02 05:30:00;18.2;1013.7;94;17.2;1.6;;5;;
000AA;2023-09-02 06:00:00;18.2;1013.4;94;17.2;0;;360;1.2;0.6
000AA;2023-09-02 06:30:00;18.3;1013.1;94;17.3;1.6;;195;;
000AA;2023-09-02 07:00:00;18.5;1013;93;17.3;1.6;;251;0;0.2
000AA;2023-09-02 07:30:00;18.9;1013.1;95;18.1;0;;250;;
000AA;2023-09-02 08:00:00;19.4;1013.7;94;18.4;3.2;;174;0;0
000AA;2023-09-02 08:30:00;20.3;1013.6;92;18.9;1.6;;128;;
000AA;2023-09-02 09:00:00;21.2;1013.9;89;19.3;1.6;;172;0.2;0
000AA;2023-09-02 09:30:00;22.5;1014.1;85;19.9;1.6;;193;;
000AA;2023-09-02 10:00:00;23.5;1014.1;82;20.2;3.2;;198;0;0
000AA;2023-09-02 10:30:00;24.7;1014.2;77;20.4;1.6;;175;;
000AA;2023-09-02 11:00:00;25.9;1014.4;69;19.8;3.2;;53;0;0
000AA;2023-09-02 11:30:00;26.3;1014.5;68;19.9;3.2;;67;;
000AA;2023-09-02 12:00:00;25.8;1014.6;70;19.9;1.6;;215;0;0
000AA;2023-09-02 12:30:00;26.8;1014.5;69;20.6;3.2;;259;;
000AA;2023-09-02 13:00:00;27.6;1014.2;64;20.2;1.6;;128;0;0
000AA;2023-09-02 13:30:00;27.2;1014.1;66;20.3;1.6;;140;;
000AA;2023-09-02 14:00:00;28.5;1013.8;61;20.2;3.2;;112;0;0
000AA;2023-09-02 14:30:00;28.1;1014;61;19.9;3.2;;205;;
000AA;2023-09-02 15:00:00;27.7;1014.3;62;19.7;3.2;;186;0;0
000AA;2023-09-02 15:30:00;27.6;1014.5;62;19.6;3.2;;227;;
000AA;2023-09-02 16:00:00;27.3;1014.6;65;20.2;0;;238;0;0
000AA;2023-09-02 16:30:00;27.5;1014.4;64;20.1;0;;223;;
000AA;2023-09-02 17:00:00;25.9;1014.7;71;20.3;0;;197;0;0
000AA;2023-09-02 17:30:00;24.8;1014.7;76;20.3;0;;163;;
000AA;2023-09-02 18:00:00;25;1015.1;75;20.3;0;;192;0;0
000AA;2023-09-02 18:30:00;24.4;1015.5;75;19.7;0;;192;;
000AA;2023-09-02 19:00:00;24.2;1015.7;76;19.7;0;;182;0;0
000AA;2023-09-02 19:30:00;23.8;1016.1;73;18.7;0;;192;;
000AA;2023-09-02 20:00:00;23.6;1016.5;72;18.2;0;;196;0;0
000AA;2023-09-02 20:30:00;22.8;1016.9;75;18.2;0;;196;;
000AA;2023-09-02 21:00:00;22.6;1016.6;70;16.8;1.6;;63;0;0
000AA;2023-09-02 21:30:00;22.7;1016.8;68;16.5;1.6;;234;;
000AA;2023-09-02 22:00:00;21.9;1017;68;15.8;0;;244;0;0
000AA;2023-09-02 22:30:00;22.2;1017.3;66;15.5;0;;253;;
000AA;2023-09-02 23:00:00;21;1017.1;69;15.1;0;;253;0;
000AA;2023-09-02 23:30:00;19.7;1017.1;72;14.5;0;;253;;
000AA;2023-09-03 00:00:00;19.8;1017.3;72;14.6;0;;253;0;0
000AA;2023-09-03 00:30:00;19.3;1017.5;74;14.6;0;;253;;
000AA;2023-09-03 01:00:00;18.8;1017.7;77;14.7;0;;258;0;0
000AA;2023-09-03 01:30:00;17.9;1017.9;80;14.4;0;;257;;
000AA;2023-09-03 02:00:00;17.4;1017.7;83;14.5;0;;257;0;0
000AA;2023-09-03 02:30:00;17.1;1017.9;85;14.5;0;;257;;
000AA;2023-09-03 03:00:00;16.6;1018.2;87;14.4;0;;257;0;0
000AA;2023-09-03 03:30:00;16.3;1018.2;88;14.3;0;;257;;
000AA;2023-09-03 04:00:00;16.1;1018.3;90;14.4;0;;257;0;0
000AA;2023-09-03 04:30:00;16.2;1018.3;90;14.5;0;;257;;
000AA;2023-09-03 05:00:00;16.1;1018.6;91;14.6;0;;257;0;0
